Title,Processor,Ram,OS,Storage,Display,Warranty,Discount Price,Original Price,Delivery,Note,Offer,Reviews,Company,ProcessorCompany,ProcessorC
MSI GF63 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,92990.0,111990.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,56990.0,77566.0,Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.0,HP,Intel,Intel
Acer Aspire 3 Spin 14 Intel Core i3 13th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) A3SP14-31PT-3554...,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,41990.0,55999.0,Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.0,Acer,Intel,Intel
MSI Katana 17 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,105990.0,149990.0,Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
LG Gram Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) 14Z90Q Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,"Onsite 3 year warranty - 1st year internationally cover-up, rest 2 year India",64762.0,127000.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,LG,Intel,Intel
DELL Inspiron Intel Core i5 12th Gen Core i5 - (8 GB/512 GB SSD/Windows 11 Home) 3520 Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,Office Home & Student 2021,49990.0,65104.0,Free delivery,Bank Offer,,4.0,DELL,Intel,Intel
Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXN3HN/A,Apple M3 Processor,8 GB Unified Memory RAM,Mac OS,256 GB SSD,33.02 cm (13 Inch) Display,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos",107990.0,114900.0,Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange",4.0,Apple,Apple,Apple
ASUS AMD Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home) UM3402YA-KM751WS Thin and Light Laptop,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,Windows 11,1 TB SSD,35.56 cm (14 inch) Display,1 Year Domestic Warranty,87990.0,120990.0,Free delivery,Bank Offer,,4.0,ASUS,AMD,AMD
ASUS Zenbook 14X OLED AMD Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 11 Home) UM5401QA-KM751WS...,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,Windows 11,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,70990.0,98990.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,ASUS,AMD,AMD
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Thin and Light...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,256 GB SSD,100.63 cm (39.62 cm) Display,1Year Onsite warranty + 1 Year Accidental Damage Protection,31990.0,49190.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/DOS) V15 G4 Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,DOS,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,28990.0,36424.0,Free delivery,EOSS Special Deal,Bank Offer,4.0,Lenovo,AMD,AMD
MSI Katana 17 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,100990.0,132990.0,Free delivery,Lowest Price in 30 days,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
HP 255 G9 AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/DOS) G9 Business Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,DOS,512 GB SSD,39.62 cm (15.6 inch) Display,DOS,32290.0,46000.0,Free delivery,Bank Offer,,4.0,HP,AMD,AMD
Lenovo IdeaPad Slim 5 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 14ABR8 Thin and...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Premium Support with 1 Year Onsite Warranty,61190.0,93590.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,Lenovo,AMD,AMD
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 16IAH8 Laptop,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Premium Support with 1 Year Onsite Warranty,61990.0,84290.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
Lenovo LOQ AMD Ryzen 5 Hexa Core 7640HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,Office Home & Student 2021,67990.0,89290.0,Free delivery,Bank Offer,,4.0,Lenovo,AMD,AMD
HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA GeForce RT...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,40.89 cm (16.1 inch) Display,1 Year Onsite Warranty,124990.0,146134.0,Free delivery,Save extra with combo offers,"Upto ?31,000 Off on Exchange",3.0,HP,Intel,Intel
HP Envy x360 Creator Intel Core i5 12th Gen I5 1230U - (16 GB + 16 GB Optane/512 GB SSD/Windows 11 Hom...,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,Windows 11,512 GB SSD,85.8 cm (33.78 inch) Touchscreen Display,1 Year Onsite Warranty,80490.0,93527.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,HP,Intel,Intel
SAMSUNG Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) NP...,Intel Core i7 Processor (13th Gen),16 GB DDR4X RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Touchscreen Display,1 Year Onsite Warranty,133990.0,153446.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,SAMSUNG,Intel,Intel
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,66990.0,94690.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,Lenovo,Intel,Intel
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/DOS) V15 G4 Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,DOS,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,28990.0,36424.0,Free delivery,EOSS Special Deal,Bank Offer,4.0,Lenovo,AMD,AMD
Lenovo LOQ AMD Ryzen 5 Hexa Core 7640HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,Office Home & Student 2021,67990.0,89290.0,Free delivery,Bank Offer,,4.0,Lenovo,AMD,AMD
MSI Pulse 15 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,126990.0,190990.0,Free delivery,Lowest Price in 30 days,"Upto ?33,000 Off on Exchange",4.0,MSI,Intel,Intel
Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/512 GB SSD/Windows 11 Hom...,Intel Celeron Quad Core Processor (11th Gen),8 GB LPDDR4X RAM,Windows 11,512 GB SSD,39.01 cm (15.36 inch) Display,1 Year Onsite Warranty,22990.0,39990.0,Free delivery,Save extra with combo offers,"Upto ?22,200 Off on Exchange",4.0,Infinix,Intel,Intel
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,17036.0,33990.0,Free delivery,Bank Offer,,3.0,AXL,Intel,Intel
Acer Swift 3 Intel Core i5 8th Gen 8250U - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,Windows 10,1 TB HDD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Configuration Manager, Acer Quick Access",52891.0,73199.0,Free delivery,Lowest price in the year,"Upto ?28,000 Off on Exchange",4.0,Acer,Intel,Intel
HP Envy x360 Creator Intel Core i5 12th Gen I5 1230U - (16 GB + 16 GB Optane/512 GB SSD/Windows 11 Hom...,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,Windows 11,512 GB SSD,85.8 cm (33.78 inch) Touchscreen Display,1 Year Onsite Warranty,80490.0,93527.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,HP,Intel,Intel
WINGS Nuvobook S2 Aluminium Alloy Metal Body Intel Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Wi...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,24990.0,52999.0,Free delivery,Save extra with combo offers,"Upto ?15,000 Off on Exchange",4.0,WINGS,Intel,Intel
ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504F...,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,50990.0,74990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,AMD,AMD
ASUS Vivobook Go 15 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ3...,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,35990.0,50990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,AMD,AMD
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,36990.0,61990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,MSI,AMD,AMD
MSI Bravo 15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon ...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,49990.0,67990.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.0,MSI,AMD,AMD
HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0000TU Thin and Light Laptop,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,61490.0,75059.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,HP,Intel,Intel
HP Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Lapto...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 10,512 GB SSD,39.62 cm (15.6 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP BIOS Recovery",36998.0,50200.0,Free delivery,Bank Offer,,4.0,HP,Intel,Intel
Lenovo ThinkBook 15 G5 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Think Book 15 G...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,38990.0,72000.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Lenovo,AMD,AMD
Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS,512 GB SSD,34.54 cm (13.6 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",112990.0,119900.0,Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange",3.0,Apple,Apple,Apple
ASUS VivoBook 14 AMD APU Quad Core A12 A12-9720P - (4 GB/1 TB HDD/Windows 10 Home) X411QA-EK002T Thin ...,AMD APU Quad Core A12 Processor,4 GB DDR4 RAM,Windows 10,1 TB HDD,35.56 cm (14 inch) Display,Asus Splendid,23990.0,28270.0,Free delivery,"Upto ?20,000 Off on Exchange",Bank Offer,4.0,ASUS,AMD,AMD
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 14 2-in-1 2 in 1 La...,Intel Core i5 Processor (12th Gen),8GB DDR4,Windows 10,512 GB SSD,,,69490.0,97890.0,Free delivery,Daily Saver,Bank Offer,4.0,DELL,Processor:,Intel
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,Intel Core i3 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11,512 GB SSD,40.64 cm (16 inch) Display,,36990.0,59990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Infinix,Intel,Intel
HP Spectre x360 (2023) OLED Eyesafe Evo Intel Core i7 13th Gen 1360P - (32 GB/1 TB SSD/Windows 11 Home...,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,Windows 11,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display,1 Year Onsite Warranty,189990.0,213582.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,HP,Intel,Intel
HP 15s (2023) Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and L...,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,77990.0,91141.0,Free delivery,Daily Saver,"Upto ?28,000 Off on Exchange",4.0,HP,Intel,Intel
DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Hardware Service,37990.0,61204.0,Free delivery,Bank Offer,,3.0,DELL,AMD,AMD
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/1 TB SSD/Windows 11 Home...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,61664.0,81990.0,Free delivery,Bank Offer,,3.0,ASUS,Intel,Intel
Infinix Intel Core i7 11th Gen 1195G7 - (16 GB/1 TB SSD/Windows 11 Home) INBook X2 Plus Core i7 Thin a...,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,Windows 11,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,57990.0,89990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,Infinix,Intel,Intel
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,17036.0,33990.0,Free delivery,Bank Offer,,4.0,AXL,Intel,Intel
SAMSUNG Galaxy Book4 360 Evo Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) NP750QGK-LG1IN 2 i...,Intel Core 5 Processor,16 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Touchscreen Display,MS Office Home and Student 2021,108990.0,132239.0,Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",5.0,SAMSUNG,Intel,Intel
Acer Nitro V Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,82999.0,105999.0,Free delivery,Save extra with combo offers,"Upto ?31,000 Off on Exchange",4.0,Acer,Intel,Intel
Acer Nitro 5 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Product Registration, NitroSense",68499.0,109955.0,Free delivery,Bank Offer,,4.0,Acer,Intel,Intel
HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX ...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,59999.0,68299.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,HP,AMD,AMD
ASUS Vivobook 14 Touchscreen Intel P-Series Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 1...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,59990.0,82990.0,Free delivery,Bank Offer,,4.0,ASUS,Intel,Intel
ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504...,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,54990.0,79990.0,Free delivery,EOSS Special Deal,Bank Offer,5.0,ASUS,AMD,AMD
Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,Windows 11,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,86690.0,124290.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Lenovo,AMD,AMD
Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IMH9 Laptop,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Onsite warranty,81990.0,101090.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
Apple 2021 Macbook Pro Apple M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1H3HN/A,Apple M1 Max Processor,32 GB Unified Memory RAM,Mac OS,1 TB SSD,41.15 cm (16.2 inch) Display,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",299990.0,329900.0,Free delivery,"Upto ?33,000 Off on Exchange","No Cost EMI from ?49,999/month",4.0,Apple,Apple,Apple
DELL Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Notebook,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Hardware Service,42068.0,67486.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,DELL,Intel,Intel
HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,72490.0,87095.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,HP,Intel,Intel
"ASUS Vivobook S 15 OLED (2024) - AI Powered, Intel EVO H-Series, Intel Core Ultra 5 125H - (16 GB/1 TB...",Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2021,96990.0,106990.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.0,ASUS,Intel,Intel
HP Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5202TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,50499.0,65200.0,Free delivery,Bank Offer,,4.0,HP,Intel,Intel
HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,60900.0,78900.0,Free delivery,Save extra with combo offers,Bank Offer,3.0,HP,AMD,AMD
MSI Prestige 16 AI Studio Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) Pre...,Intel Core Ultra 7 Processor,32 GB LPDDR5 RAM,Windows 11,1 TB SSD,40.64 cm (16 inch) Display,2 Year Carry-in Warranty,159990.0,179990.0,Free delivery,Daily Saver,"Upto ?32,000 Off on Exchange",4.0,MSI,Intel,Intel
ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504F...,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,50990.0,74990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,AMD,AMD
Acer Aspire 5 15 Intel Core i3 13th Gen 31305 U - (8 GB/512 GB SSD/Windows 11 Home) A515-58P Thin and ...,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,38490.0,49999.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.0,Acer,Intel,Intel
Infinix X3 Slim Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) XL422 Thin and ...,Intel Core i3 Processor (12th Gen),8 GB LPDDR4X RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,29990.0,54990.0,Free delivery,Save extra with combo offers,"Upto ?18,200 Off on Exchange",3.0,Infinix,Intel,Intel
ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,40.64 cm (16 inch) Display,1 Year Onsite Warranty,65990.0,98990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
HP Victus Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,99990.0,127764.0,Free delivery,Save extra with combo offers,"Upto ?31,000 Off on Exchange",3.0,HP,Intel,Intel
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,Graphics & Keyboard: Integrated & Standard Keyboard,512 GB SSD,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,40990.0,58579.0,Free delivery,Save extra with combo offers,Bank Offer,3.0,DELL,Processor:,Intel
